caption,time,sharedPost/pageName/name,shares,engagements,cleaned_text,topic,topic_name
"As of 10:00 PM today,  Typhoon MARCE [YINXING]  #MarcePH Update

All are advised to monitor updates from DOST-PAGASA.",2024-11-05T14:00:54.000Z,DOST-PAGASA,0,9,pm today typhoon marce yinxing HASHTAG_marceph update advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"Thunderstorm Advisory No. 4  #MINPRSD
Issued at 04:00 PM 23 December 2024

Light to Moderate rainshowers with lightning and strong winds are expected over Lanao Del Norte (IliganCity) within the next 1-2 hours.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-12-23T08:46:55.000Z,Mindanao Prsd,1,11,thunderstorm advisory HASHTAG_minprsd issued pm december light moderate rainshowers lightning strong winds expected lanao del norte iligancity within next hours advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"TROPICAL CYCLONE BULLETIN NR. 13
Typhoon #MarcePH (YINXING)
Issued at 5:00 PM, 06 November 2024
Valid for broadcast until the next bulletin at 8:00 PM today.

“MARCE” IS STARTING TO BECOME ALMOST STATIONARY OVER THE WATERS EAST OF NORTHERN CAGAYAN. 

Location of Center (4:00 PM):
The center of the eye of Typhoon MARCE was estimated based on all available data at 295 km East of Aparri, Cagayan (18.0°N, 124.4°E)

Intensity:
Maximum sustained winds of 150 km/h near the center, gustiness of up to 185 km/h, and central pressure of 970 hPa

Present Movement:
Westward slowly

Extent of Tropical Cyclone Winds:
Strong to typhoon-force winds extend outwards up to 680 km from the center

TCWS No. 3 Wind threat:Storm-force winds
Warning lead time: 18 hours
Range of wind speeds: 89 to 117 km/h (Beaufort 10 to 11)
Potential impacts of winds: Moderate to significant threat to life and property

Luzon:
The northeastern portion of mainland Cagayan (Santa Ana, Gonzaga)
TCWS No. 2 Wind threat: Gale-force winds 
Warning lead time: 24 hours
Range of wind speeds: 62 to 88 km/h (Beaufort 8 to 9)
Potential impacts of winds: Minor to moderate threat to life and property

Luzon:
Batanes, the rest of Cagayan including Babuyan Islands, the northern portion of Isabela (Maconacon, San Pablo, Santa Maria, Divilacan), Apayao, the northern portion of Kalinga (Rizal, Pinukpuk, Balbalan), the northern portion of Abra (Langiden, Bangued, Danglas, Tayum, La Paz, Dolores, Lagayan, San Juan, Lagangilang, Tineg, Lacub, Licuan-Baay, Malibcong), Ilocos Norte, and the northern portion of Ilocos Sur (Sinait, Cabugao, San Juan, Magsingal, Santo Domingo, Bantay, San Ildefonso, San Vicente, Santa Catalina)

TCWS No. 1 Wind threat: Strong winds 
Warning lead time: 36 hours
Range of wind speeds: 39 to 61 km/h (Beaufort 6 to 7)
Potential impacts of winds: Minimal to minor threat to life and property

Luzon:
The rest of Ilocos Sur, La Union, the northwestern portion of Pangasinan (Bani, Bolinao, Anda, City of Alaminos, Agno, Sual), the rest of Abra, the rest of Kalinga, Mountain Province, Ifugao, Benguet, the rest of Isabela, Quirino, Nueva Vizcaya, and the northern portion of Aurora (Dilasag, Casiguran, Dinalungan, Dipaculao, Maria Aurora, Baler)

OTHER HAZARDS AFFECTING LAND AREAS
Heavy Rainfall Outlook
Refer to Weather Advisory No. 10 issued at 5:00 PM today for the Heavy Rainfall Outlook associated with MARCE. (https://tinyurl.com/wx-adv)

Severe Winds
The wind signals warn the public of the general wind threat over an area due to the tropical cyclone. Local winds may be slightly stronger/enhanced in coastal and upland/mountainous areas exposed to winds. Winds are less strong in areas sheltered from the prevailing wind direction.
• Moderate to significant impacts from gale-force winds are possible within any of the areas under Wind Signal No. 3.
• Minor to moderate impacts from gale-force winds are possible within any of the areas under Wind Signal No. 2.
• Minimal to minor impacts from strong winds are possible within any of the areas under Wind Signal No. 1.
The highest Wind Signal which may be hoisted during the occurrence of MARCE is Wind Signal No. 4.
Furthermore, the northeasterly wind flow and the periphery of MARCE will also bring strong to gale-force gusts over the following areas (especially in coastal and upland areas exposed to winds):
• Today (6 November): Most of Cagayan Valley and Cordillera Administrative Region, Ilocos Norte, Ilocos Sur, and Pangasinan.
• Thursday (7 November): Zambales, Bataan, and Polillo Islands
• Friday (8 November): Batanes, the northern portion of Cagayan including Babuyan Islands, the eastern portion of Isabela and Ilocos Region.

Coastal Inundation 
There is a high risk of life-threatening storm surge with peak surge heights exceeding 3.0 m above normal tide levels in the next 48 hours over the low-lying or exposed coastal localities of Batanes, Cagayan including Babuyan Islands, Isabela, Ilocos Norte, Ilocos Sur, and La Union. Refer to Storm Surge Warning No. 5 issued at 2:00 PM today for the details.

HAZARDS AFFECTING COASTAL WATERS
A Gale Warning is hoisted over the seaboards of Northern Luzon and the eastern seaboard of Central Luzon. For more information, refer to Gale Warning No. 5 issued at 5:00 PM today. (https://tinyurl.com/wx-gale)
24-Hour Sea Condition Outlook
Up to very rough, high, or very high seas over the following coastal waters:
• Up to 12.0 m: The seaboard of Babuyan Islands, the northern seaboard of mainland Cagayan
• Up to 8.0 m: The seaboard of Batanes; the remaining seaboard of mainland Cagayan.
• Up to 7.0 m: The seaboard of Isabela; the northern seaboard of Ilocos Norte.
• Up to 6.0 m: The remaining seaboard of Ilocos Norte
• Up to 5.5 m: The seaboard of Ilocos Sur
• Up to 5.0 m: The remaining seaboard of Ilocos Region; the seaboard of northern Aurora
• Up to 4.5 m: The seaboard of northern Zambales
Sea travel is risky for all types or tonnage of vessels. All mariners must remain in port or, if underway, seek shelter or safe harbor as soon as possible until winds and waves subside. 
Up to rough seas over the following coastal waters: 
• Up to 3.5 m: The northern and eastern seaboards of Polillo Islands; the seaboards of Kalayaan Islands and Camarines Norte; the northern seaboards of Catanduanes and Camarines Sur; the remaining seaboard of Zambales.
• Up to 3.0 m: The eastern seaboard of Catanduanes; the seaboard of northern Quezon.
Mariners of small seacrafts, including all types of motorbancas, are advised not to venture out to sea under these conditions, especially if inexperienced or operating ill-equipped vessels.
Up to moderate seas over the following coastal waters:
• Up to 2.5 m: The northern and eastern seaboards of Northern Samar; the eastern seaboards of Albay, Sorsogon, and Eastern Samar; the western seaboards of Bataan, Lubang Islands, mainland northern Palawan, and Calamian Islands;
• Up to 2.0 m: The western seaboards of Occidental Mindoro and the rest of mainland Palawan; the eastern seaboard of Camarines Sur and Dinagat Islands

Mariners of motorbancas and similarly-sized vessels are advised to take precautionary measures while venturing out to sea and, if possible, avoid navigation under these conditions.

TRACK AND INTENSITY OUTLOOK
• MARCE is forecast to move generally west northwestward slowly today (6 November) over the waters east of Cagayan before gradually accelerating westward tomorrow (7 November) through Saturday (9 November) over the Babuyan Channel and the northern portion of the West Philippine Sea. On the forecast track, MARCE will make landfall and traverse Babuyan Islands and/or the northern portions of mainland Cagayan, Ilocos Norte, and Apayao (or pass very close to these areas) from tomorrow afternoon to Friday (8 November) early morning. MARCE may exit the Philippine Area of Responsibility (PAR) region on Friday evening. The surge of the northeasterly wind flow will result a more southwestward movement during the weekend.
• MARCE is expected to continue intensifying and may reach its peak intensity today before its passage over the Babuyan Channel. Slight weakening is expected due to possible interaction with the terrain of mainland Luzon, although MARCE will remain as a typhoon throughout its passage within the PAR region. The surge of the northeasterly wind flow will trigger a continuous period of weakening during the weekend.

Considering these developments, the public and disaster risk reduction and management offices concerned are advised to take all necessary measures to protect life and property. Persons living in areas identified to be highly or very highly susceptible to these hazards are advised to follow evacuation and other instructions from local officials. For heavy rainfall warnings, thunderstorm/rainfall advisories, and other severe weather information specific to your area, please monitor products issued by your local PAGASA Regional Services Division.

The next tropical cyclone bulletin will be issued at 8:00 PM today.

DOST-PAGASA",2024-11-06T09:43:21.000Z,,16,20,tropical cyclone bulletin nr typhoon HASHTAG_marceph yinxing issued pm november valid broadcast next bulletin pm today marce starting become almost stationary waters east northern cagayan location center pm center eye typhoon marce estimated based available data km east aparri cagayan intensity maximum sustained winds kmh near center gustiness kmh central pressure hpa present movement westward slowly extent tropical cyclone winds strong typhoonforce winds extend outwards km center tcws wind threatstormforce winds warning lead time hours range wind speeds kmh beaufort potential impacts winds moderate significant threat life property luzon northeastern portion mainland cagayan santa ana gonzaga tcws wind threat galeforce winds warning lead time hours range wind speeds kmh beaufort potential impacts winds minor moderate threat life property luzon batanes rest cagayan including babuyan islands northern portion isabela maconacon san pablo santa maria divilacan apayao northern portion kalinga rizal pinukpuk balbalan northern portion abra langiden bangued danglas tayum la paz dolores lagayan san juan lagangilang tineg lacub licuanbaay malibcong ilocos norte northern portion ilocos sur sinait cabugao san juan magsingal santo domingo bantay san ildefonso san vicente santa catalina tcws wind threat strong winds warning lead time hours range wind speeds kmh beaufort potential impacts winds minimal minor threat life property luzon rest ilocos sur la union northwestern portion pangasinan bani bolinao anda city alaminos agno sual rest abra rest kalinga mountain province ifugao benguet rest isabela quirino nueva vizcaya northern portion aurora dilasag casiguran dinalungan dipaculao maria aurora baler hazards affecting land areas heavy rainfall outlook refer weather advisory issued pm today heavy rainfall outlook associated marce severe winds wind signals warn public general wind threat area due tropical cyclone local winds slightly strongerenhanced coastal uplandmountainous areas exposed winds winds less strong areas sheltered prevailing wind direction moderate significant impacts galeforce winds possible within areas wind signal minor moderate impacts galeforce winds possible within areas wind signal minimal minor impacts strong winds possible within areas wind signal highest wind signal hoisted occurrence marce wind signal furthermore northeasterly wind flow periphery marce also bring strong galeforce gusts following areas especially coastal upland areas exposed winds today november cagayan valley cordillera administrative region ilocos norte ilocos sur pangasinan thursday november zambales bataan polillo islands friday november batanes northern portion cagayan including babuyan islands eastern portion isabela ilocos region coastal inundation high risk lifethreatening storm surge peak surge heights exceeding normal tide levels next hours lowlying exposed coastal localities batanes cagayan including babuyan islands isabela ilocos norte ilocos sur la union refer storm surge warning issued pm today details hazards affecting coastal waters gale warning hoisted seaboards northern luzon eastern seaboard central luzon information refer gale warning issued pm today hour sea condition outlook rough high high seas following coastal waters seaboard babuyan islands northern seaboard mainland cagayan seaboard batanes remaining seaboard mainland cagayan seaboard isabela northern seaboard ilocos norte remaining seaboard ilocos norte seaboard ilocos sur remaining seaboard ilocos region seaboard northern aurora seaboard northern zambales sea travel risky types tonnage vessels mariners must remain port underway seek shelter safe harbor soon possible winds waves subside rough seas following coastal waters northern eastern seaboards polillo islands seaboards kalayaan islands camarines norte northern seaboards catanduanes camarines sur remaining seaboard zambales eastern seaboard catanduanes seaboard northern quezon mariners small seacrafts including types motorbancas advised venture sea conditions especially inexperienced operating illequipped vessels moderate seas following coastal waters northern eastern seaboards northern samar eastern seaboards albay sorsogon eastern samar western seaboards bataan lubang islands mainland northern palawan calamian islands western seaboards occidental mindoro rest mainland palawan eastern seaboard camarines sur dinagat islands mariners motorbancas similarlysized vessels advised take precautionary measures venturing sea possible avoid navigation conditions track intensity outlook marce forecast move generally west northwestward slowly today november waters east cagayan gradually accelerating westward tomorrow november saturday november babuyan channel northern portion west philippine sea forecast track marce make landfall traverse babuyan islands andor northern portions mainland cagayan ilocos norte apayao pass close areas tomorrow afternoon friday november early morning marce exit philippine area responsibility par region friday evening surge northeasterly wind flow result southwestward movement weekend marce expected continue intensifying reach peak intensity today passage babuyan channel slight weakening expected due possible interaction terrain mainland luzon although marce remain typhoon throughout passage within par region surge northeasterly wind flow trigger continuous period weakening weekend considering developments public disaster risk reduction management offices concerned advised take necessary measures protect life property persons living areas identified highly highly susceptible hazards advised follow evacuation instructions local officials heavy rainfall warnings thunderstormrainfall advisories severe weather information specific area please monitor products issued local pagasa regional services division next tropical cyclone bulletin issued pm today dostpagasa,4,Coastal Wind Warning
"Thunderstorm Advisory No. 11  FINAL  #MINPRSD
Issued at 07:30 AM 03 January 2025
All Thunderstorm Advisories over forecast areas are now terminated. However, all are still advised to continue monitoring for updates.
Keep monitoring for updates.",2025-01-03T03:02:56.000Z,,1,10,thunderstorm advisory final HASHTAG_minprsd issued january thunderstorm advisories forecast areas terminated however still advised continue monitoring updates keep monitoring updates,7,Weather Disturbance Updates
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
MARCH 8, 2025    |    SATURDAY
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#opsandwarning
#AsensoIliganon",2025-03-09T01:07:55.000Z,,0,7,Operations Warning Responses march saturday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_opsandwarning HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝗧𝗘𝗥𝗠𝗜𝗡𝗔𝗧𝗜𝗢𝗡 𝗢𝗙 𝗧𝗛𝗘 𝗡𝗢𝗥𝗧𝗛𝗘𝗔𝗦𝗧 𝗠𝗢𝗡𝗦𝗢𝗢𝗡 /
𝗣𝗥𝗘𝗣𝗔𝗥𝗔𝗧𝗜𝗢𝗡 𝗙𝗢𝗥 𝗪𝗔𝗥𝗠 𝗔𝗡𝗗 𝗗𝗥𝗬 𝗦𝗘𝗔𝗦𝗢𝗡

The shift of wind direction from northeasterly to easterly due to the establishment of the High Pressure Area (HPA) over the Northwestern Pacific signifies the termination of the Northeast Monsoon over most parts of the country and the start of the dry season. However, the extreme Northern Luzon may still experience occasional northeasterly winds. With this development, the day-to-day weather across the country will gradually become warmer, though isolated thunderstorms are also likely to occur.

The public is advised to take precautionary measures to minimize heat stress and optimize the daily use of water for personal and domestic consumption.

https://bagong.pagasa.dost.gov.ph/press-release/172",2025-03-30T06:23:09.000Z,,1,8,TERMINATION OF THE NORTHEAST MONSOON PREPARATION FOR WARM AND DRY SEASON shift wind direction northeasterly easterly due establishment high pressure area hpa northwestern pacific signifies termination northeast monsoon parts country start dry season however extreme northern luzon still experience occasional northeasterly winds development daytoday weather across country gradually become warmer though isolated thunderstorms also likely occur public advised take precautionary measures minimize heat stress optimize daily use water personal domestic consumption,4,Coastal Wind Warning
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐌𝐚𝐫𝐜𝐡 𝟎𝟏, 𝟐𝟎𝟐𝟓 | 𝐒𝐚𝐭𝐮𝐫𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#opsandwarning
#AsensoIliganon",2025-03-02T00:50:25.000Z,,0,2,Operations Warning Responses March Saturday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_opsandwarning HASHTAG_asensoiliganon,8,Emergency Hotlines
"Thunderstorm Advisory No. 2A #MIN_PRSD
Issued at 01:30 PM, Tuesday, 24 September 2024

𝗛𝗲𝗮𝘃𝘆 𝘁𝗼 𝗶𝗻𝘁𝗲𝗻𝘀𝗲 (7.5-15 with occasionally 15-30 liters/meter^2 per hour) 𝗿𝗮𝗶𝗻 𝘀𝗵𝗼𝘄𝗲𝗿𝘀 𝘄𝗶𝘁𝗵 𝗹𝗶𝗴𝗵𝘁𝗻𝗶𝗻𝗴 𝗮𝗻𝗱 𝘀𝘁𝗿𝗼𝗻𝗴 𝘄𝗶𝗻𝗱𝘀 due to thunderstorms are being experienced in 𝗟𝗮𝗻𝗮𝗼 𝗱𝗲𝗹 𝗡𝗼𝗿𝘁𝗲 (𝗜𝗹𝗶𝗴𝗮𝗻𝗖𝗶𝘁𝘆).

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-09-24T05:43:02.000Z,,0,7,thunderstorm advisory HASHTAG_min_prsd issued pm tuesday september Heavy intense occasionally litersmeter per hour rain showers lightning strong winds due thunderstorms experienced Lanao del Norte IliganCity advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
"MINDANAO WEATHER FORECAST #MINPRSD

ISSUED AT: 5:00 PM 08 January 2025

VALID UNTIL: 5:00 PM Tomorrow",2025-01-09T08:36:39.000Z,,3,17,mindanao weather forecast HASHTAG_minprsd issued pm january valid pm tomorrow,9,Weather Advisory
"27 December 2024 | The clearing operation is still ongoing at Quezon Avenue Extension, Pala-o, conducted by ICDRRMO Team 5.

𝗧𝗵𝗲 𝗽𝘂𝗯𝗹𝗶𝗰 𝗶𝘀 𝗮𝗱𝘃𝗶𝘀𝗲𝗱 𝘁𝗼 𝗮𝘃𝗼𝗶𝗱 𝘁𝗵𝗲 𝗮𝗿𝗲𝗮 𝗮𝗻𝗱 𝘁𝗮𝗸𝗲 𝗮𝗹𝘁𝗲𝗿𝗻𝗮𝘁𝗲 𝗿𝗼𝘂𝘁𝗲𝘀 𝘁𝗼 𝗲𝗻𝘀𝘂𝗿𝗲 𝘀𝗮𝗳𝗲𝘁𝘆 𝗮𝗻𝗱 𝗺𝗶𝗻𝗶𝗺𝗶𝘇𝗲 𝘁𝗿𝗮𝗳𝗳𝗶𝗰 𝗱𝗶𝘀𝗿𝘂𝗽𝘁𝗶𝗼𝗻𝘀.

Your cooperation is appreciated.

#ICDRRMOPROACTIVE 
#RESCUE811 
#ClearingOperation",2024-12-27T02:54:57.000Z,,16,41,december clearing operation still ongoing quezon avenue extension palao conducted icdrrmo team The public advised avoid area take alternate routes ensure safety minimize traffic disruptions cooperation appreciated HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_clearingoperation,8,Emergency Hotlines
"ILPI SERVICE INTERRUPTION ADVISORY:
Scheduled Power Interruption on February 11-15, 2025.",2025-02-13T00:56:49.000Z,"Iligan Light & Power, Inc.",2,7,ilpi service interruption advisory scheduled power interruption february,3,PAGASA Weather Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟗, 𝟐𝟎𝟐𝟓 | 𝐖𝐞𝐝𝐧𝐞𝐬𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#opsandwarning
#AsensoIliganon",2025-01-30T00:16:24.000Z,,1,10,Operations Warning Responses January Wednesday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_opsandwarning HASHTAG_asensoiliganon,8,Emergency Hotlines
"Heavy Rainfall Warning No. 6  #MINPRSD

Weather System: Intertropical Convergence Zone (ITCZ) 

Issued at 02:00 PM 08 December 2024

Associated Hazard: FLOODING is POSSIBLE in low-lying areas and LANDSLIDES in mountainous areas.

Meanwhile, Light to Moderate rains are expected over  #LanaoDelNorte within the next 1-2 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today",2024-12-08T06:12:03.000Z,,0,5,heavy rainfall warning HASHTAG_minprsd weather system intertropical convergence zone itcz issued pm december associated hazard flooding possible lowlying areas landslides mountainous areas meanwhile light moderate rains expected HASHTAG_lanaodelnorte within next hours public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"As of 8:00 PM today, No Low Pressure Areas are being monitored for tropical cyclone formation.

All are advised to monitor updates from Dost_pagasa.",2025-02-06T16:43:58.000Z,DOST-PAGASA,0,2,pm today low pressure areas monitored tropical cyclone formation advised monitor updates dost_pagasa,3,PAGASA Weather Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐃𝐞𝐜𝐞𝐦𝐛𝐞𝐫 𝟔,𝟐𝟎𝟐𝟒 / 𝐅𝐫𝐢𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-12-06T23:36:37.000Z,,0,5,Operations Warning Responses December Friday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐋𝐎𝐂𝐀𝐋𝐈𝐙𝐄𝐃 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄:
As of 12:32 PM | 16 SEPTEMBER 2024

Light rainshowers are being experienced over Barangay Rogongon, Iligan City.

The ICDRRMO will continue to monitor. For emergencies, just call the hotline numbers 225-3215, 221-8459, 0997-726-2692, 0969-233-787",2024-09-16T04:35:53.000Z,,6,9,ICDRRMO LOCALIZED WEATHER UPDATE pm september light rainshowers experienced barangay rogongon city icdrrmo continue monitor emergencies call hotline numbers,3,PAGASA Weather Advisory
"As of 2:00 AM today, 09 March 2025, No Low Pressure Areas are being monitored for tropical cyclone formation.

All are advised to monitor updates from DOST-PAGASA",2025-03-08T23:26:12.000Z,,0,4,today march low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄
ISSUED AT: 5:00 AM 22 November 2024
VALID UNTIL: 5:00 AM Tomorrow

𝐒𝐘𝐍𝐎𝐏𝐒𝐈𝐒: Easterlies affecting Mindanao.

𝐅𝐎𝐑𝐄𝐂𝐀𝐒𝐓:
Caraga and Davao Region, will have a cloudy skies with scattered rainshowers and thunderstorms due to Easterlies. Possible flash floods or landslides due moderate to at times heavy rains. Rest of Mindanao will be partly cloudy to cloudy with isolated rainshowers or thunderstorms due to Easterlies. Light to moderate winds from east to northeast with slight to moderate seas (0.6 to 2.5).

𝘚𝘖𝘜𝘙𝘊𝘌:  𝘋𝘖𝘚𝘛 𝘗𝘈𝘎𝘈𝘚𝘈 𝘔𝘐𝘕𝘋𝘈𝘕𝘈𝘖 𝘗𝘙𝘚𝘋",2024-11-21T21:28:06.000Z,,3,9,ICDRRMO WEATHER UPDATE issued november valid tomorrow SYNOPSIS easterlies affecting mindanao FORECAST caraga davao region cloudy skies scattered rainshowers thunderstorms due easterlies possible flash floods landslides due moderate times heavy rains rest mindanao partly cloudy cloudy isolated rainshowers thunderstorms due easterlies light moderate winds east northeast slight moderate seas SOURCE DOST PAGASA MINDANAO PRSD,9,Weather Advisory
Tungod sa dili maayo nga panahon ug padayon nga pag-ulan. Pagkat-on unsay buhaton sa pagpangandam sa dili pa mahitabo ang baha alang sa imong kaluwasan ug sa imong tibuok pamilya. #ResiliencePH #ResilientNorMin,2024-09-13T01:34:56.000Z,Civil Defense Northern Mindanao - Region 10,0,4,maayo panahon padayon pagulan pagkaton unsay buhaton pagpangandam mahitabo baha alang imong kaluwasan imong tibuok pamilya HASHTAG_resilienceph HASHTAG_resilientnormin,2,Thunderstorm Safety Advisory
"𝗧𝗥𝗢𝗣𝗜𝗖𝗔𝗟 𝗖𝗬𝗖𝗟𝗢𝗡𝗘 (𝗧𝗖)-𝗧𝗛𝗥𝗘𝗔𝗧 𝗣𝗢𝗧𝗘𝗡𝗧𝗜𝗔𝗟 𝗙𝗢𝗥𝗘𝗖𝗔𝗦𝗧
Date Issued: 11 October 2024
Validity: Valid within the forecast period, unless superseded by succeeding forecast.

Forecast Summary: 𝗠𝗔𝗕𝗔𝗕𝗔 𝗔𝗡𝗚 𝗧𝗬𝗔𝗡𝗦𝗔 𝗡𝗔 𝗠𝗔𝗬 𝗠𝗔𝗕𝗨𝗢𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 𝗦𝗔 𝗟𝗢𝗢𝗕 𝗡𝗚 𝗗𝗔𝗟𝗔𝗪𝗔𝗡𝗚 𝗟𝗜𝗡𝗚𝗚𝗢",2024-10-11T06:06:13.000Z,DOST-PAGASA,0,6,TROPICAL CYCLONE TCTHREAT POTENTIAL FORECAST date issued october validity valid within forecast period unless superseded succeeding forecast forecast summary MABABA ANG TYANSA NA MAY MABUONG BAGYO SA LOOB NG DALAWANG LINGGO,5,General Flood Advisory
"Thunderstorm Advisory No. 3 A #MINPRSD

Issued at 04:41 PM 02 December 2024

Moderate to occasionally heavy rainshowers with lightning and strong winds are being experienced in  #LanaoDelNorte ( ILIGAN CITY ) which may persist within 1-2 hours and may affect nearby areas.

All are advised to take precautionary measures against the impacts associated with these hazards which include flash floods and landslides.

Keep monitoring for updates.",2024-12-02T09:09:10.000Z,,9,15,thunderstorm advisory HASHTAG_minprsd issued pm december moderate occasionally heavy rainshowers lightning strong winds experienced HASHTAG_lanaodelnorte city persist within hours affect nearby areas advised take precautionary measures impacts associated hazards include flash floods landslides keep monitoring updates,2,Thunderstorm Safety Advisory
